GroupName,State,tz,DST_Flag,Change_YR,Change_Mo,Change_Day,Change_DT,Tminus
CA_DST_on,CA,Pacific,DST_on_PRE,2015,2,26,2/26/2015,-10
CA_DST_on,CA,Pacific,DST_on_PRE,2015,2,27,2/27/2015,-9
CA_DST_on,CA,Pacific,DST_on_PRE,2015,2,28,2/28/2015,-8
CA_DST_on,CA,Pacific,DST_on_PRE,2015,3,1,3/1/2015,-7
CA_DST_on,CA,Pacific,DST_on_PRE,2015,3,2,3/2/2015,-6
CA_DST_on,CA,Pacific,DST_on_PRE,2015,3,3,3/3/2015,-5
CA_DST_on,CA,Pacific,DST_on_PRE,2015,3,4,3/4/2015,-4
CA_DST_on,CA,Pacific,DST_on_PRE,2015,3,5,3/5/2015,-3
CA_DST_on,CA,Pacific,DST_on_PRE,2015,3,6,3/6/2015,-2
CA_DST_on,CA,Pacific,DST_on_PRE,2015,3,7,3/7/2015,-1
CA_DST_on,CA,Pacific,DST_on_POST,2015,3,8,3/8/2015,0
CA_DST_on,CA,Pacific,DST_on_POST,2015,3,9,3/9/2015,1
CA_DST_on,CA,Pacific,DST_on_POST,2015,3,10,3/10/2015,2
CA_DST_on,CA,Pacific,DST_on_POST,2015,3,11,3/11/2015,3
CA_DST_on,CA,Pacific,DST_on_POST,2015,3,12,3/12/2015,4
CA_DST_on,CA,Pacific,DST_on_POST,2015,3,13,3/13/2015,5
CA_DST_on,CA,Pacific,DST_on_POST,2015,3,14,3/14/2015,6
CA_DST_on,CA,Pacific,DST_on_POST,2015,3,15,3/15/2015,7
CA_DST_on,CA,Pacific,DST_on_POST,2015,3,16,3/16/2015,8
CA_DST_on,CA,Pacific,DST_on_POST,2015,3,17,3/17/2015,9
CA_DST_off,CA,Pacific,DST_off_PRE,2015,10,22,10/22/2015,-10
CA_DST_off,CA,Pacific,DST_off_PRE,2015,10,23,10/23/2015,-9
CA_DST_off,CA,Pacific,DST_off_PRE,2015,10,24,10/24/2015,-8
CA_DST_off,CA,Pacific,DST_off_PRE,2015,10,25,10/25/2015,-7
CA_DST_off,CA,Pacific,DST_off_PRE,2015,10,26,10/26/2015,-6
CA_DST_off,CA,Pacific,DST_off_PRE,2015,10,27,10/27/2015,-5
CA_DST_off,CA,Pacific,DST_off_PRE,2015,10,28,10/28/2015,-4
CA_DST_off,CA,Pacific,DST_off_PRE,2015,10,29,10/29/2015,-3
CA_DST_off,CA,Pacific,DST_off_PRE,2015,10,30,10/30/2015,-2
CA_DST_off,CA,Pacific,DST_off_PRE,2015,10,31,10/31/2015,-1
CA_DST_off,CA,Pacific,DST_off_POST,2015,11,1,11/1/2015,0
CA_DST_off,CA,Pacific,DST_off_POST,2015,11,2,11/2/2015,1
CA_DST_off,CA,Pacific,DST_off_POST,2015,11,3,11/3/2015,2
CA_DST_off,CA,Pacific,DST_off_POST,2015,11,4,11/4/2015,3
CA_DST_off,CA,Pacific,DST_off_POST,2015,11,5,11/5/2015,4
CA_DST_off,CA,Pacific,DST_off_POST,2015,11,6,11/6/2015,5
CA_DST_off,CA,Pacific,DST_off_POST,2015,11,7,11/7/2015,6
CA_DST_off,CA,Pacific,DST_off_POST,2015,11,8,11/8/2015,7
CA_DST_off,CA,Pacific,DST_off_POST,2015,11,9,11/9/2015,8
CA_DST_off,CA,Pacific,DST_off_POST,2015,11,10,11/10/2015,9
CA_DST_on,CA,Pacific,DST_on_PRE,2016,2,22,2/22/2016,-10
CA_DST_on,CA,Pacific,DST_on_PRE,2016,2,23,2/23/2016,-9
CA_DST_on,CA,Pacific,DST_on_PRE,2016,2,24,2/24/2016,-8
CA_DST_on,CA,Pacific,DST_on_PRE,2016,2,25,2/25/2016,-7
CA_DST_on,CA,Pacific,DST_on_PRE,2016,2,26,2/26/2016,-6
CA_DST_on,CA,Pacific,DST_on_PRE,2016,2,27,2/27/2016,-5
CA_DST_on,CA,Pacific,DST_on_PRE,2016,2,28,2/28/2016,-4
CA_DST_on,CA,Pacific,DST_on_PRE,2016,2,29,2/29/2016,-3
CA_DST_on,CA,Pacific,DST_on_PRE,2016,3,1,3/1/2016,-2
CA_DST_on,CA,Pacific,DST_on_PRE,2016,3,2,3/2/2016,-1
CA_DST_on,CA,Pacific,DST_on_POST,2016,3,3,3/3/2016,0
CA_DST_on,CA,Pacific,DST_on_POST,2016,3,4,3/4/2016,1
CA_DST_on,CA,Pacific,DST_on_POST,2016,3,5,3/5/2016,2
CA_DST_on,CA,Pacific,DST_on_POST,2016,3,6,3/6/2016,3
CA_DST_on,CA,Pacific,DST_on_POST,2016,3,7,3/7/2016,4
CA_DST_on,CA,Pacific,DST_on_POST,2016,3,8,3/8/2016,5
CA_DST_on,CA,Pacific,DST_on_POST,2016,3,9,3/9/2016,6
CA_DST_on,CA,Pacific,DST_on_POST,2016,3,10,3/10/2016,7
CA_DST_on,CA,Pacific,DST_on_POST,2016,3,11,3/11/2016,8
CA_DST_on,CA,Pacific,DST_on_POST,2016,3,12,3/12/2016,9
CA_DST_off,CA,Pacific,DST_off_PRE,2016,10,27,10/27/2016,-10
CA_DST_off,CA,Pacific,DST_off_PRE,2016,10,28,10/28/2016,-9
CA_DST_off,CA,Pacific,DST_off_PRE,2016,10,29,10/29/2016,-8
CA_DST_off,CA,Pacific,DST_off_PRE,2016,10,30,10/30/2016,-7
CA_DST_off,CA,Pacific,DST_off_PRE,2016,10,31,10/31/2016,-6
CA_DST_off,CA,Pacific,DST_off_PRE,2016,11,1,11/1/2016,-5
CA_DST_off,CA,Pacific,DST_off_PRE,2016,11,2,11/2/2016,-4
CA_DST_off,CA,Pacific,DST_off_PRE,2016,11,3,11/3/2016,-3
CA_DST_off,CA,Pacific,DST_off_PRE,2016,11,4,11/4/2016,-2
CA_DST_off,CA,Pacific,DST_off_PRE,2016,11,5,11/5/2016,-1
CA_DST_off,CA,Pacific,DST_off_POST,2016,11,6,11/6/2016,0
CA_DST_off,CA,Pacific,DST_off_POST,2016,11,7,11/7/2016,1
CA_DST_off,CA,Pacific,DST_off_POST,2016,11,8,11/8/2016,2
CA_DST_off,CA,Pacific,DST_off_POST,2016,11,9,11/9/2016,3
CA_DST_off,CA,Pacific,DST_off_POST,2016,11,10,11/10/2016,4
CA_DST_off,CA,Pacific,DST_off_POST,2016,11,11,11/11/2016,5
CA_DST_off,CA,Pacific,DST_off_POST,2016,11,12,11/12/2016,6
CA_DST_off,CA,Pacific,DST_off_POST,2016,11,13,11/13/2016,7
CA_DST_off,CA,Pacific,DST_off_POST,2016,11,14,11/14/2016,8
CA_DST_off,CA,Pacific,DST_off_POST,2016,11,15,11/15/2016,9
CA_DST_on,CA,Pacific,DST_on_PRE,2017,3,2,3/2/2017,-10
CA_DST_on,CA,Pacific,DST_on_PRE,2017,3,3,3/3/2017,-9
CA_DST_on,CA,Pacific,DST_on_PRE,2017,3,4,3/4/2017,-8
CA_DST_on,CA,Pacific,DST_on_PRE,2017,3,5,3/5/2017,-7
CA_DST_on,CA,Pacific,DST_on_PRE,2017,3,6,3/6/2017,-6
CA_DST_on,CA,Pacific,DST_on_PRE,2017,3,7,3/7/2017,-5
CA_DST_on,CA,Pacific,DST_on_PRE,2017,3,8,3/8/2017,-4
CA_DST_on,CA,Pacific,DST_on_PRE,2017,3,9,3/9/2017,-3
CA_DST_on,CA,Pacific,DST_on_PRE,2017,3,10,3/10/2017,-2
CA_DST_on,CA,Pacific,DST_on_PRE,2017,3,11,3/11/2017,-1
CA_DST_on,CA,Pacific,DST_on_POST,2017,3,12,3/12/2017,0
CA_DST_on,CA,Pacific,DST_on_POST,2017,3,13,3/13/2017,1
CA_DST_on,CA,Pacific,DST_on_POST,2017,3,14,3/14/2017,2
CA_DST_on,CA,Pacific,DST_on_POST,2017,3,15,3/15/2017,3
CA_DST_on,CA,Pacific,DST_on_POST,2017,3,16,3/16/2017,4
CA_DST_on,CA,Pacific,DST_on_POST,2017,3,17,3/17/2017,5
CA_DST_on,CA,Pacific,DST_on_POST,2017,3,18,3/18/2017,6
CA_DST_on,CA,Pacific,DST_on_POST,2017,3,19,3/19/2017,7
CA_DST_on,CA,Pacific,DST_on_POST,2017,3,20,3/20/2017,8
CA_DST_on,CA,Pacific,DST_on_POST,2017,3,21,3/21/2017,9
CA_DST_off,CA,Pacific,DST_off_PRE,2017,10,26,10/26/2017,-10
CA_DST_off,CA,Pacific,DST_off_PRE,2017,10,27,10/27/2017,-9
CA_DST_off,CA,Pacific,DST_off_PRE,2017,10,28,10/28/2017,-8
CA_DST_off,CA,Pacific,DST_off_PRE,2017,10,29,10/29/2017,-7
CA_DST_off,CA,Pacific,DST_off_PRE,2017,10,30,10/30/2017,-6
CA_DST_off,CA,Pacific,DST_off_PRE,2017,10,31,10/31/2017,-5
CA_DST_off,CA,Pacific,DST_off_PRE,2017,11,1,11/1/2017,-4
CA_DST_off,CA,Pacific,DST_off_PRE,2017,11,2,11/2/2017,-3
CA_DST_off,CA,Pacific,DST_off_PRE,2017,11,3,11/3/2017,-2
CA_DST_off,CA,Pacific,DST_off_PRE,2017,11,4,11/4/2017,-1
CA_DST_off,CA,Pacific,DST_off_POST,2017,11,5,11/5/2017,0
CA_DST_off,CA,Pacific,DST_off_POST,2017,11,6,11/6/2017,1
CA_DST_off,CA,Pacific,DST_off_POST,2017,11,7,11/7/2017,2
CA_DST_off,CA,Pacific,DST_off_POST,2017,11,8,11/8/2017,3
CA_DST_off,CA,Pacific,DST_off_POST,2017,11,9,11/9/2017,4
CA_DST_off,CA,Pacific,DST_off_POST,2017,11,10,11/10/2017,5
CA_DST_off,CA,Pacific,DST_off_POST,2017,11,11,11/11/2017,6
CA_DST_off,CA,Pacific,DST_off_POST,2017,11,12,11/12/2017,7
CA_DST_off,CA,Pacific,DST_off_POST,2017,11,13,11/13/2017,8
CA_DST_off,CA,Pacific,DST_off_POST,2017,11,14,11/14/2017,9
CA_DST_on,CA,Pacific,DST_on_PRE,2018,3,1,3/1/2018,-10
CA_DST_on,CA,Pacific,DST_on_PRE,2018,3,2,3/2/2018,-9
CA_DST_on,CA,Pacific,DST_on_PRE,2018,3,3,3/3/2018,-8
CA_DST_on,CA,Pacific,DST_on_PRE,2018,3,4,3/4/2018,-7
CA_DST_on,CA,Pacific,DST_on_PRE,2018,3,5,3/5/2018,-6
CA_DST_on,CA,Pacific,DST_on_PRE,2018,3,6,3/6/2018,-5
CA_DST_on,CA,Pacific,DST_on_PRE,2018,3,7,3/7/2018,-4
CA_DST_on,CA,Pacific,DST_on_PRE,2018,3,8,3/8/2018,-3
CA_DST_on,CA,Pacific,DST_on_PRE,2018,3,9,3/9/2018,-2
CA_DST_on,CA,Pacific,DST_on_PRE,2018,3,10,3/10/2018,-1
CA_DST_on,CA,Pacific,DST_on_POST,2018,3,11,3/11/2018,0
CA_DST_on,CA,Pacific,DST_on_POST,2018,3,12,3/12/2018,1
CA_DST_on,CA,Pacific,DST_on_POST,2018,3,13,3/13/2018,2
CA_DST_on,CA,Pacific,DST_on_POST,2018,3,14,3/14/2018,3
CA_DST_on,CA,Pacific,DST_on_POST,2018,3,15,3/15/2018,4
CA_DST_on,CA,Pacific,DST_on_POST,2018,3,16,3/16/2018,5
CA_DST_on,CA,Pacific,DST_on_POST,2018,3,17,3/17/2018,6
CA_DST_on,CA,Pacific,DST_on_POST,2018,3,18,3/18/2018,7
CA_DST_on,CA,Pacific,DST_on_POST,2018,3,19,3/19/2018,8
CA_DST_on,CA,Pacific,DST_on_POST,2018,3,20,3/20/2018,9
CA_DST_off,CA,Pacific,DST_off_PRE,2018,10,25,10/25/2018,-10
CA_DST_off,CA,Pacific,DST_off_PRE,2018,10,26,10/26/2018,-9
CA_DST_off,CA,Pacific,DST_off_PRE,2018,10,27,10/27/2018,-8
CA_DST_off,CA,Pacific,DST_off_PRE,2018,10,28,10/28/2018,-7
CA_DST_off,CA,Pacific,DST_off_PRE,2018,10,29,10/29/2018,-6
CA_DST_off,CA,Pacific,DST_off_PRE,2018,10,30,10/30/2018,-5
CA_DST_off,CA,Pacific,DST_off_PRE,2018,10,31,10/31/2018,-4
CA_DST_off,CA,Pacific,DST_off_PRE,2018,11,1,11/1/2018,-3
CA_DST_off,CA,Pacific,DST_off_PRE,2018,11,2,11/2/2018,-2
CA_DST_off,CA,Pacific,DST_off_PRE,2018,11,3,11/3/2018,-1
CA_DST_off,CA,Pacific,DST_off_POST,2018,11,4,11/4/2018,0
CA_DST_off,CA,Pacific,DST_off_POST,2018,11,5,11/5/2018,1
CA_DST_off,CA,Pacific,DST_off_POST,2018,11,6,11/6/2018,2
CA_DST_off,CA,Pacific,DST_off_POST,2018,11,7,11/7/2018,3
CA_DST_off,CA,Pacific,DST_off_POST,2018,11,8,11/8/2018,4
CA_DST_off,CA,Pacific,DST_off_POST,2018,11,9,11/9/2018,5
CA_DST_off,CA,Pacific,DST_off_POST,2018,11,10,11/10/2018,6
CA_DST_off,CA,Pacific,DST_off_POST,2018,11,11,11/11/2018,7
CA_DST_off,CA,Pacific,DST_off_POST,2018,11,12,11/12/2018,8
CA_DST_off,CA,Pacific,DST_off_POST,2018,11,13,11/13/2018,9
CA_DST_on,CA,Pacific,DST_on_PRE,2019,2,28,2/28/2019,-10
CA_DST_on,CA,Pacific,DST_on_PRE,2019,3,1,3/1/2019,-9
CA_DST_on,CA,Pacific,DST_on_PRE,2019,3,2,3/2/2019,-8
CA_DST_on,CA,Pacific,DST_on_PRE,2019,3,3,3/3/2019,-7
CA_DST_on,CA,Pacific,DST_on_PRE,2019,3,4,3/4/2019,-6
CA_DST_on,CA,Pacific,DST_on_PRE,2019,3,5,3/5/2019,-5
CA_DST_on,CA,Pacific,DST_on_PRE,2019,3,6,3/6/2019,-4
CA_DST_on,CA,Pacific,DST_on_PRE,2019,3,7,3/7/2019,-3
CA_DST_on,CA,Pacific,DST_on_PRE,2019,3,8,3/8/2019,-2
CA_DST_on,CA,Pacific,DST_on_PRE,2019,3,9,3/9/2019,-1
CA_DST_on,CA,Pacific,DST_on_POST,2019,3,10,3/10/2019,0
CA_DST_on,CA,Pacific,DST_on_POST,2019,3,11,3/11/2019,1
CA_DST_on,CA,Pacific,DST_on_POST,2019,3,12,3/12/2019,2
CA_DST_on,CA,Pacific,DST_on_POST,2019,3,13,3/13/2019,3
CA_DST_on,CA,Pacific,DST_on_POST,2019,3,14,3/14/2019,4
CA_DST_on,CA,Pacific,DST_on_POST,2019,3,15,3/15/2019,5
CA_DST_on,CA,Pacific,DST_on_POST,2019,3,16,3/16/2019,6
CA_DST_on,CA,Pacific,DST_on_POST,2019,3,17,3/17/2019,7
CA_DST_on,CA,Pacific,DST_on_POST,2019,3,18,3/18/2019,8
CA_DST_on,CA,Pacific,DST_on_POST,2019,3,19,3/19/2019,9
CA_DST_off,CA,Pacific,DST_off_PRE,2019,10,24,10/24/2019,-10
CA_DST_off,CA,Pacific,DST_off_PRE,2019,10,25,10/25/2019,-9
CA_DST_off,CA,Pacific,DST_off_PRE,2019,10,26,10/26/2019,-8
CA_DST_off,CA,Pacific,DST_off_PRE,2019,10,27,10/27/2019,-7
CA_DST_off,CA,Pacific,DST_off_PRE,2019,10,28,10/28/2019,-6
CA_DST_off,CA,Pacific,DST_off_PRE,2019,10,29,10/29/2019,-5
CA_DST_off,CA,Pacific,DST_off_PRE,2019,10,30,10/30/2019,-4
CA_DST_off,CA,Pacific,DST_off_PRE,2019,10,31,10/31/2019,-3
CA_DST_off,CA,Pacific,DST_off_PRE,2019,11,1,11/1/2019,-2
CA_DST_off,CA,Pacific,DST_off_PRE,2019,11,2,11/2/2019,-1
CA_DST_off,CA,Pacific,DST_off_POST,2019,11,3,11/3/2019,0
CA_DST_off,CA,Pacific,DST_off_POST,2019,11,4,11/4/2019,1
CA_DST_off,CA,Pacific,DST_off_POST,2019,11,5,11/5/2019,2
CA_DST_off,CA,Pacific,DST_off_POST,2019,11,6,11/6/2019,3
CA_DST_off,CA,Pacific,DST_off_POST,2019,11,7,11/7/2019,4
CA_DST_off,CA,Pacific,DST_off_POST,2019,11,8,11/8/2019,5
CA_DST_off,CA,Pacific,DST_off_POST,2019,11,9,11/9/2019,6
CA_DST_off,CA,Pacific,DST_off_POST,2019,11,10,11/10/2019,7
CA_DST_off,CA,Pacific,DST_off_POST,2019,11,11,11/11/2019,8
CA_DST_off,CA,Pacific,DST_off_POST,2019,11,12,11/12/2019,9
CA_DST_on,CA,Pacific,DST_on_PRE,2020,2,27,2/27/2020,-10
CA_DST_on,CA,Pacific,DST_on_PRE,2020,2,28,2/28/2020,-9
CA_DST_on,CA,Pacific,DST_on_PRE,2020,2,29,2/29/2020,-8
CA_DST_on,CA,Pacific,DST_on_PRE,2020,3,1,3/1/2020,-7
CA_DST_on,CA,Pacific,DST_on_PRE,2020,3,2,3/2/2020,-6
CA_DST_on,CA,Pacific,DST_on_PRE,2020,3,3,3/3/2020,-5
CA_DST_on,CA,Pacific,DST_on_PRE,2020,3,4,3/4/2020,-4
CA_DST_on,CA,Pacific,DST_on_PRE,2020,3,5,3/5/2020,-3
CA_DST_on,CA,Pacific,DST_on_PRE,2020,3,6,3/6/2020,-2
CA_DST_on,CA,Pacific,DST_on_PRE,2020,3,7,3/7/2020,-1
CA_DST_on,CA,Pacific,DST_on_POST,2020,3,8,3/8/2020,0
CA_DST_on,CA,Pacific,DST_on_POST,2020,3,9,3/9/2020,1
CA_DST_on,CA,Pacific,DST_on_POST,2020,3,10,3/10/2020,2
CA_DST_on,CA,Pacific,DST_on_POST,2020,3,11,3/11/2020,3
CA_DST_on,CA,Pacific,DST_on_POST,2020,3,12,3/12/2020,4
CA_DST_on,CA,Pacific,DST_on_POST,2020,3,13,3/13/2020,5
CA_DST_on,CA,Pacific,DST_on_POST,2020,3,14,3/14/2020,6
CA_DST_on,CA,Pacific,DST_on_POST,2020,3,15,3/15/2020,7
CA_DST_on,CA,Pacific,DST_on_POST,2020,3,16,3/16/2020,8
CA_DST_on,CA,Pacific,DST_on_POST,2020,3,17,3/17/2020,9
CA_DST_off,CA,Pacific,DST_off_PRE,2020,10,22,10/22/2020,-10
CA_DST_off,CA,Pacific,DST_off_PRE,2020,10,23,10/23/2020,-9
CA_DST_off,CA,Pacific,DST_off_PRE,2020,10,24,10/24/2020,-8
CA_DST_off,CA,Pacific,DST_off_PRE,2020,10,25,10/25/2020,-7
CA_DST_off,CA,Pacific,DST_off_PRE,2020,10,26,10/26/2020,-6
CA_DST_off,CA,Pacific,DST_off_PRE,2020,10,27,10/27/2020,-5
CA_DST_off,CA,Pacific,DST_off_PRE,2020,10,28,10/28/2020,-4
CA_DST_off,CA,Pacific,DST_off_PRE,2020,10,29,10/29/2020,-3
CA_DST_off,CA,Pacific,DST_off_PRE,2020,10,30,10/30/2020,-2
CA_DST_off,CA,Pacific,DST_off_PRE,2020,10,31,10/31/2020,-1
CA_DST_off,CA,Pacific,DST_off_POST,2020,11,1,11/1/2020,0
CA_DST_off,CA,Pacific,DST_off_POST,2020,11,2,11/2/2020,1
CA_DST_off,CA,Pacific,DST_off_POST,2020,11,3,11/3/2020,2
CA_DST_off,CA,Pacific,DST_off_POST,2020,11,4,11/4/2020,3
CA_DST_off,CA,Pacific,DST_off_POST,2020,11,5,11/5/2020,4
CA_DST_off,CA,Pacific,DST_off_POST,2020,11,6,11/6/2020,5
CA_DST_off,CA,Pacific,DST_off_POST,2020,11,7,11/7/2020,6
CA_DST_off,CA,Pacific,DST_off_POST,2020,11,8,11/8/2020,7
CA_DST_off,CA,Pacific,DST_off_POST,2020,11,9,11/9/2020,8
CA_DST_off,CA,Pacific,DST_off_POST,2020,11,10,11/10/2020,9
CA_DST_on,CA,Pacific,DST_on_PRE,2021,3,4,3/4/2021,-10
CA_DST_on,CA,Pacific,DST_on_PRE,2021,3,5,3/5/2021,-9
CA_DST_on,CA,Pacific,DST_on_PRE,2021,3,6,3/6/2021,-8
CA_DST_on,CA,Pacific,DST_on_PRE,2021,3,7,3/7/2021,-7
CA_DST_on,CA,Pacific,DST_on_PRE,2021,3,8,3/8/2021,-6
CA_DST_on,CA,Pacific,DST_on_PRE,2021,3,9,3/9/2021,-5
CA_DST_on,CA,Pacific,DST_on_PRE,2021,3,10,3/10/2021,-4
CA_DST_on,CA,Pacific,DST_on_PRE,2021,3,11,3/11/2021,-3
CA_DST_on,CA,Pacific,DST_on_PRE,2021,3,12,3/12/2021,-2
CA_DST_on,CA,Pacific,DST_on_PRE,2021,3,13,3/13/2021,-1
CA_DST_on,CA,Pacific,DST_on_POST,2021,3,14,3/14/2021,0
CA_DST_on,CA,Pacific,DST_on_POST,2021,3,15,3/15/2021,1
CA_DST_on,CA,Pacific,DST_on_POST,2021,3,16,3/16/2021,2
CA_DST_on,CA,Pacific,DST_on_POST,2021,3,17,3/17/2021,3
CA_DST_on,CA,Pacific,DST_on_POST,2021,3,18,3/18/2021,4
CA_DST_on,CA,Pacific,DST_on_POST,2021,3,19,3/19/2021,5
CA_DST_on,CA,Pacific,DST_on_POST,2021,3,20,3/20/2021,6
CA_DST_on,CA,Pacific,DST_on_POST,2021,3,21,3/21/2021,7
CA_DST_on,CA,Pacific,DST_on_POST,2021,3,22,3/22/2021,8
CA_DST_on,CA,Pacific,DST_on_POST,2021,3,23,3/23/2021,9
CA_DST_off,CA,Pacific,DST_off_PRE,2021,10,28,10/28/2021,-10
CA_DST_off,CA,Pacific,DST_off_PRE,2021,10,29,10/29/2021,-9
CA_DST_off,CA,Pacific,DST_off_PRE,2021,10,30,10/30/2021,-8
CA_DST_off,CA,Pacific,DST_off_PRE,2021,10,31,10/31/2021,-7
CA_DST_off,CA,Pacific,DST_off_PRE,2021,11,1,11/1/2021,-6
CA_DST_off,CA,Pacific,DST_off_PRE,2021,11,2,11/2/2021,-5
CA_DST_off,CA,Pacific,DST_off_PRE,2021,11,3,11/3/2021,-4
CA_DST_off,CA,Pacific,DST_off_PRE,2021,11,4,11/4/2021,-3
CA_DST_off,CA,Pacific,DST_off_PRE,2021,11,5,11/5/2021,-2
CA_DST_off,CA,Pacific,DST_off_PRE,2021,11,6,11/6/2021,-1
CA_DST_off,CA,Pacific,DST_off_POST,2021,11,7,11/7/2021,0
CA_DST_off,CA,Pacific,DST_off_POST,2021,11,8,11/8/2021,1
CA_DST_off,CA,Pacific,DST_off_POST,2021,11,9,11/9/2021,2
CA_DST_off,CA,Pacific,DST_off_POST,2021,11,10,11/10/2021,3
CA_DST_off,CA,Pacific,DST_off_POST,2021,11,11,11/11/2021,4
CA_DST_off,CA,Pacific,DST_off_POST,2021,11,12,11/12/2021,5
CA_DST_off,CA,Pacific,DST_off_POST,2021,11,13,11/13/2021,6
CA_DST_off,CA,Pacific,DST_off_POST,2021,11,14,11/14/2021,7
CA_DST_off,CA,Pacific,DST_off_POST,2021,11,15,11/15/2021,8
CA_DST_off,CA,Pacific,DST_off_POST,2021,11,16,11/16/2021,9
CA_DST_on,CA,Pacific,DST_on_PRE,2022,3,3,3/3/2022,-10
CA_DST_on,CA,Pacific,DST_on_PRE,2022,3,4,3/4/2022,-9
CA_DST_on,CA,Pacific,DST_on_PRE,2022,3,5,3/5/2022,-8
CA_DST_on,CA,Pacific,DST_on_PRE,2022,3,6,3/6/2022,-7
CA_DST_on,CA,Pacific,DST_on_PRE,2022,3,7,3/7/2022,-6
CA_DST_on,CA,Pacific,DST_on_PRE,2022,3,8,3/8/2022,-5
CA_DST_on,CA,Pacific,DST_on_PRE,2022,3,9,3/9/2022,-4
CA_DST_on,CA,Pacific,DST_on_PRE,2022,3,10,3/10/2022,-3
CA_DST_on,CA,Pacific,DST_on_PRE,2022,3,11,3/11/2022,-2
CA_DST_on,CA,Pacific,DST_on_PRE,2022,3,12,3/12/2022,-1
CA_DST_on,CA,Pacific,DST_on_POST,2022,3,13,3/13/2022,0
CA_DST_on,CA,Pacific,DST_on_POST,2022,3,14,3/14/2022,1
CA_DST_on,CA,Pacific,DST_on_POST,2022,3,15,3/15/2022,2
CA_DST_on,CA,Pacific,DST_on_POST,2022,3,16,3/16/2022,3
CA_DST_on,CA,Pacific,DST_on_POST,2022,3,17,3/17/2022,4
CA_DST_on,CA,Pacific,DST_on_POST,2022,3,18,3/18/2022,5
CA_DST_on,CA,Pacific,DST_on_POST,2022,3,19,3/19/2022,6
CA_DST_on,CA,Pacific,DST_on_POST,2022,3,20,3/20/2022,7
CA_DST_on,CA,Pacific,DST_on_POST,2022,3,21,3/21/2022,8
CA_DST_on,CA,Pacific,DST_on_POST,2022,3,22,3/22/2022,9
CA_DST_off,CA,Pacific,DST_off_PRE,2022,10,27,10/27/2022,-10
CA_DST_off,CA,Pacific,DST_off_PRE,2022,10,28,10/28/2022,-9
CA_DST_off,CA,Pacific,DST_off_PRE,2022,10,29,10/29/2022,-8
CA_DST_off,CA,Pacific,DST_off_PRE,2022,10,30,10/30/2022,-7
CA_DST_off,CA,Pacific,DST_off_PRE,2022,10,31,10/31/2022,-6
CA_DST_off,CA,Pacific,DST_off_PRE,2022,11,1,11/1/2022,-5
CA_DST_off,CA,Pacific,DST_off_PRE,2022,11,2,11/2/2022,-4
CA_DST_off,CA,Pacific,DST_off_PRE,2022,11,3,11/3/2022,-3
CA_DST_off,CA,Pacific,DST_off_PRE,2022,11,4,11/4/2022,-2
CA_DST_off,CA,Pacific,DST_off_PRE,2022,11,5,11/5/2022,-1
CA_DST_off,CA,Pacific,DST_off_POST,2022,11,6,11/6/2022,0
CA_DST_off,CA,Pacific,DST_off_POST,2022,11,7,11/7/2022,1
CA_DST_off,CA,Pacific,DST_off_POST,2022,11,8,11/8/2022,2
CA_DST_off,CA,Pacific,DST_off_POST,2022,11,9,11/9/2022,3
CA_DST_off,CA,Pacific,DST_off_POST,2022,11,10,11/10/2022,4
CA_DST_off,CA,Pacific,DST_off_POST,2022,11,11,11/11/2022,5
CA_DST_off,CA,Pacific,DST_off_POST,2022,11,12,11/12/2022,6
CA_DST_off,CA,Pacific,DST_off_POST,2022,11,13,11/13/2022,7
CA_DST_off,CA,Pacific,DST_off_POST,2022,11,14,11/14/2022,8
CA_DST_off,CA,Pacific,DST_off_POST,2022,11,15,11/15/2022,9
